age,educ,rural,black,asian,mixed,nativeamer,disability,employed_ft,employed_pt,unemployed,overtime,student,married,female,occupation,logdailywage,dailywage
56,73,1,1,0,0,0,0,1,0,0,0,0,1,1,5,12.59527,29.51606
36,81,0,0,1,0,0,0,1,0,0,0,0,1,1,3,12.8817,39.30514
31,73,0,0,0,0,0,0,0,1,0,0,0,0,1,2,11.61132,11.03395
47,73,0,0,0,0,0,0,1,0,0,0,0,0,1,3,13.98706,118.7147
50,92,0,1,0,0,0,0,0,0,1,1,0,1,1,1,,
50,81,0,0,0,0,0,0,0,0,1,0,0,0,1,3,,
43,73,0,1,0,0,0,0,0,1,0,0,0,0,1,3,12.17521,19.39218
58,20,0,0,0,0,0,0,0,1,0,0,0,0,1,2,12.04354,16.99985
34,111,0,0,0,0,0,0,1,0,0,1,0,0,1,1,13.22111,55.18951
48,92,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14.72856,249.1899
55,73,0,0,0,0,0,0,0,1,0,0,0,0,1,3,13.12281,50.02231
32,92,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.58005,29.06996
60,111,0,0,1,0,0,0,1,0,0,0,0,1,1,2,13.86026,104.5763
42,81,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.94143,113.4189
45,81,1,0,0,0,0,0,1,0,0,0,0,1,1,2,12.52734,27.57743
46,81,0,0,0,0,0,0,0,0,1,0,0,1,1,2,,
47,123,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.91166,299.2635
40,40,0,0,0,0,0,0,0,0,1,0,0,1,1,2,,
40,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.98613,118.6034
37,111,1,0,0,0,0,0,1,0,0,1,0,1,1,1,13.37827,64.58161
53,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.70092,242.3981
40,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.37093,64.10905
39,73,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13.68427,87.70058
30,81,0,0,0,1,0,0,0,1,0,0,0,0,1,3,12.40105,24.30557
26,111,0,0,0,0,0,0,1,0,0,0,0,1,1,2,10.28511,2.929322
53,111,0,0,0,0,0,0,1,0,0,1,0,0,1,3,14.28864,160.5003
22,92,0,1,0,0,0,0,0,0,1,0,1,0,1,0,,
58,20,0,1,0,0,0,0,1,0,0,0,0,1,1,2,13.37461,64.34579
49,73,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.88639,107.3452
39,50,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12.80597,36.4385
41,73,1,0,0,0,0,0,0,1,0,0,0,1,1,2,13.02993,45.58533
57,73,1,0,0,0,0,0,0,0,1,0,0,0,1,2,,
48,40,1,0,0,0,1,0,0,0,1,0,0,1,1,2,,
35,123,0,0,1,0,0,0,1,0,0,0,0,1,1,1,13.80738,99.1905
43,60,0,0,0,0,0,0,0,0,1,0,0,0,1,3,,
23,73,0,0,0,0,0,0,0,1,0,0,1,0,1,3,,
33,111,0,0,0,0,0,0,0,0,1,0,0,1,1,1,,
20,73,1,0,0,0,0,0,1,0,0,0,1,0,1,3,,
40,73,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14.04321,125.5708
49,81,1,0,0,0,0,0,0,0,1,0,0,0,1,3,,
37,111,0,0,0,0,0,0,1,0,0,1,0,1,1,2,12.29647,21.89215
52,111,1,0,0,0,0,0,1,0,0,0,0,1,1,1,14.2045,147.5489
47,10,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13.13054,50.4106
55,73,0,0,0,0,0,0,1,0,0,0,0,1,1,2,12.54374,28.03357
49,92,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.37897,64.62708
42,71,0,0,0,0,0,0,1,0,0,0,0,0,1,2,13.44079,68.74847
49,40,0,0,0,0,0,0,1,0,0,0,0,1,1,2,13.39881,65.92192
59,123,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
49,81,0,0,0,0,0,0,0,1,0,0,0,0,1,2,13.29002,59.12641
37,73,0,1,0,0,0,0,1,0,0,0,0,0,1,2,11.91002,14.87496
40,73,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.54142,76.0261
38,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.02553,45.38536
23,123,0,0,0,0,0,0,0,0,1,0,1,0,1,1,,
22,81,0,0,0,0,0,0,0,1,0,0,1,0,1,2,,
57,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,14.12371,136.0968
28,81,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10.8228,5.01514
28,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,11.15565,6.995785
37,111,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.55718,77.23402
26,30,0,0,0,0,0,0,1,0,0,0,0,1,1,2,9.678802,1.597535
35,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.81568,36.79416
28,50,1,0,0,0,0,0,0,0,1,0,0,1,1,1,,
42,124,0,0,1,0,0,0,1,0,0,0,0,1,1,1,15.1493,379.5408
36,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.64527,84.34646
29,92,1,0,0,0,0,0,0,1,0,0,0,0,1,2,10.03822,2.288451
41,111,1,0,0,0,0,0,1,0,0,0,0,0,1,3,14.21731,149.4512
23,111,0,1,0,0,0,0,1,0,0,0,1,0,1,1,,
60,81,0,1,0,0,0,0,1,0,0,0,0,1,1,1,13.48878,72.12753
45,30,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.42682,67.79465
56,73,1,0,0,0,0,0,0,1,0,0,0,1,1,3,13.10215,48.99947
33,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.19687,53.86777
59,111,1,0,0,0,0,0,1,0,0,1,0,0,1,1,13.20964,54.56011
55,123,0,0,0,0,0,0,1,0,0,1,0,0,1,1,14.26413,156.6151
42,123,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14.62883,225.5393
55,81,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14.98696,322.6652
29,111,0,0,0,0,0,0,1,0,0,1,0,0,1,1,11.17727,7.14868
28,92,1,0,0,0,0,0,0,1,0,0,0,1,1,3,11.66754,11.67203
26,92,0,1,0,0,0,0,1,0,0,0,0,1,1,3,10.51864,3.699883
55,81,0,0,0,0,0,0,1,0,0,1,0,1,1,1,14.04361,125.6213
36,73,0,1,0,0,0,0,0,0,1,0,0,1,1,3,,
25,111,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11.01355,6.069095
49,92,0,0,0,0,0,0,0,1,0,0,0,1,1,3,13.54421,76.23847
60,111,0,1,0,0,0,0,1,0,0,0,0,0,1,3,13.08501,48.16672
46,91,0,0,0,0,1,0,1,0,0,0,0,1,1,3,13.63762,83.70356
32,81,0,0,0,0,0,0,1,0,0,0,0,1,1,3,11.66496,11.64205
46,123,0,1,0,0,0,0,1,0,0,0,0,0,1,1,13.53455,75.50594
48,91,0,1,0,0,0,0,1,0,0,0,0,0,1,1,14.29584,161.6612
32,81,0,0,0,0,0,0,0,0,1,0,0,0,1,3,,
31,81,0,0,0,0,0,0,1,0,0,0,0,0,1,3,11.19344,7.265238
54,123,0,0,0,0,0,0,1,0,0,1,0,1,1,1,15.19668,397.9557
49,123,0,0,0,0,0,0,1,0,0,1,0,1,1,3,15.64984,626.0955
48,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13.9321,112.3653
46,81,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.76569,95.13954
40,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11.21728,7.4405
22,81,0,0,0,0,0,0,1,0,0,0,1,0,1,3,,
43,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.18781,53.38189
45,111,0,0,0,0,0,0,1,0,0,0,0,0,1,2,14.02883,123.7785
26,73,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11.52548,10.12634
45,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.17496,143.2538
34,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.63888,30.83149
25,81,0,0,0,0,0,0,1,0,0,0,0,0,1,2,9.111999,.906339
25,111,0,0,0,0,0,0,1,0,0,1,0,0,1,1,11.74858,12.65733
46,111,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13.73317,92.09614
48,111,0,0,0,0,0,0,1,0,0,0,0,1,1,3,14.33349,167.863
46,111,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
31,73,0,1,0,0,0,0,1,0,0,0,0,0,1,3,10.90944,5.469042
46,111,0,0,0,0,0,0,1,0,0,1,0,1,1,3,12.96998,42.93292
28,81,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12.16447,19.18505
53,111,0,0,0,0,0,0,0,0,1,0,0,1,1,2,,
34,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.16097,51.96831
46,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.19882,146.7135
27,92,0,0,0,0,0,0,1,0,0,0,0,1,1,4,9.798981,1.801537
41,30,0,0,0,0,0,0,0,0,1,0,0,0,1,2,,
58,81,0,0,0,0,0,0,1,0,0,0,0,1,1,3,14.6795,237.2618
22,81,0,0,0,0,0,0,0,1,0,0,1,0,1,2,,
52,123,0,0,0,1,0,0,1,0,0,0,0,1,1,1,15.40607,490.6501
47,30,0,0,0,0,0,0,1,0,0,0,0,1,1,2,13.90996,109.9059
39,111,1,0,0,0,0,0,0,1,0,0,0,1,1,1,13.44711,69.18408
47,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,15.14285,377.0993
35,73,0,1,0,0,0,1,0,1,0,0,0,0,1,3,12.57711,28.98472
52,123,0,0,0,0,0,1,1,0,0,0,0,1,1,1,14.84495,279.9493
43,81,0,0,0,0,0,0,1,0,0,0,0,0,1,3,13.49093,72.28329
46,81,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
53,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13.40683,66.45277
57,73,0,0,0,0,0,0,1,0,0,1,0,1,1,3,13.78055,96.56445
33,91,0,0,0,0,0,0,0,1,0,0,0,1,1,1,12.24217,20.73506
58,60,0,0,0,0,0,0,1,0,0,1,0,0,1,2,13.55084,76.74583
30,73,0,1,0,0,0,0,1,0,0,0,0,0,1,5,10.70358,4.451472
43,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.72525,91.36907
40,111,0,0,0,0,0,0,1,0,0,0,0,0,1,3,11.78886,13.17762
52,73,0,0,0,0,0,0,0,1,0,0,0,0,1,2,12.7056,32.95893
30,123,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12.15046,18.91817
57,81,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13.27192,58.06597
37,81,0,0,0,0,0,0,1,0,0,0,0,0,1,3,13.20375,54.23939
57,125,0,0,0,0,0,0,1,0,0,1,0,1,1,1,14.35028,170.7053
31,111,1,0,0,0,0,0,1,0,0,0,0,1,1,1,12.79324,35.9778
46,111,0,1,0,0,0,0,1,0,0,0,0,0,1,1,13.91659,110.6367
49,92,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.38075,64.74226
30,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,12.35248,23.15342
48,111,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14.42881,184.6519
32,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.94998,42.08273
47,73,0,0,0,0,0,0,1,0,0,0,0,1,1,2,13.28664,58.92702
60,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.66636,86.14401
25,111,0,1,0,0,0,0,0,1,0,0,0,1,1,1,10.76055,4.712474
25,60,0,0,0,0,0,0,1,0,0,0,0,0,1,3,11.53156,10.18806
31,111,0,0,1,0,0,1,1,0,0,0,0,1,1,3,11.51804,10.05128
25,123,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,
27,111,1,0,0,0,0,0,1,0,0,0,0,0,1,2,11.42254,9.135822
59,92,0,1,0,0,0,0,0,1,0,0,0,1,1,1,13.6834,87.62418
31,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12.09657,17.92554
33,73,0,1,0,0,0,0,1,0,0,0,0,0,1,3,10.92029,5.528656
35,30,0,0,0,0,0,0,0,0,1,0,0,0,1,2,,
25,123,0,0,0,0,0,0,0,1,0,0,0,0,1,3,11.86902,14.27739
56,81,1,0,0,0,0,0,0,1,0,0,0,1,1,3,13.40763,66.50583
28,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,11.44196,9.314908
34,81,0,1,0,0,0,0,1,0,0,0,0,1,1,3,12.70954,33.08887
38,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.07881,130.1212
27,73,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10.87624,5.29044
34,73,1,0,0,0,0,1,0,1,0,0,0,0,1,3,12.58978,29.35437
58,30,0,0,0,0,0,0,0,1,0,0,0,0,1,2,12.74188,34.17649
46,73,1,0,0,0,0,0,1,0,0,0,0,1,1,5,13.34968,62.76142
46,111,0,0,0,0,0,0,0,1,0,0,0,0,1,1,14.2336,151.905
34,111,1,0,0,0,0,0,0,1,0,0,0,1,1,3,11.33875,8.401525
56,73,0,0,0,0,0,0,1,0,0,1,0,1,1,3,12.50846,27.06158
53,71,0,1,0,0,0,0,1,0,0,0,0,1,1,2,12.71458,33.25623
37,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.95951,42.48562
47,73,0,0,0,0,0,0,1,0,0,0,0,1,1,5,14.28548,159.9939
40,123,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.76466,95.04251
51,81,0,0,0,0,1,0,1,0,0,0,0,1,1,2,14.16278,141.5198
29,92,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11.61895,11.11853
33,111,0,0,0,0,0,0,1,0,0,0,0,0,1,2,13.16758,52.31295
22,73,0,0,1,0,0,0,1,0,0,0,1,0,1,3,,
43,81,1,0,0,0,0,0,0,0,1,0,0,1,1,2,,
58,73,1,0,0,0,0,0,1,0,0,0,0,1,1,2,13.41366,66.90776
24,81,0,0,0,0,0,0,0,1,0,0,1,0,1,3,,
41,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.10285,49.03355
32,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.20552,54.33543
25,30,1,0,0,0,0,0,0,0,1,0,0,0,1,2,,
32,111,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13.00856,44.62189
59,73,0,0,0,0,0,0,0,0,1,0,0,1,1,3,,
46,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.06175,127.921
43,81,1,0,0,0,0,0,1,0,0,0,0,1,1,3,13.82782,101.2388
44,81,0,0,0,0,0,0,1,0,0,0,0,0,1,2,11.98944,16.10459
39,123,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.97848,117.7
20,81,0,0,0,0,0,0,1,0,0,0,1,0,1,2,,
44,20,0,0,0,0,0,0,1,0,0,0,0,1,1,2,14.08393,130.7896
40,111,0,0,0,0,0,0,0,1,0,0,0,1,1,5,12.76954,35.13496
33,111,0,0,0,0,0,0,1,0,0,1,0,1,1,3,13.13235,50.50178
41,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13.37661,64.4746
47,73,1,0,0,0,0,0,0,1,0,0,0,1,1,3,12.28281,21.59509
54,92,0,1,0,0,0,0,1,0,0,0,0,0,1,2,13.0051,44.46764
47,111,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13.24256,56.38606
35,111,1,0,0,0,0,0,0,1,0,0,0,1,1,1,13.00986,44.67963
37,60,1,0,0,0,0,0,0,0,1,0,0,1,1,2,,
46,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.63404,226.7159
39,81,0,0,0,0,0,0,0,1,0,0,0,1,1,5,13.08848,48.33398
40,73,1,0,0,0,0,1,1,0,0,0,0,1,1,5,13.47515,71.15172
20,50,0,0,0,0,0,0,0,1,0,0,1,0,1,3,,
26,81,1,0,0,0,0,0,1,0,0,0,0,1,1,3,10.54019,3.78047
32,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.05783,46.87541
34,91,1,0,0,0,0,0,1,0,0,0,0,1,1,3,11.34227,8.431119
52,111,0,0,1,0,0,0,1,0,0,0,0,1,1,1,14.0746,129.5752
22,81,0,0,1,0,0,0,0,1,0,0,1,0,1,2,,
53,10,0,0,0,0,0,0,1,0,0,0,0,0,1,3,13.74903,93.56821
33,73,0,0,1,0,0,0,0,1,0,0,0,1,1,3,11.3254,8.290059
35,81,0,0,0,0,0,0,1,0,0,0,0,1,1,2,12.15673,19.03716
26,111,0,0,1,0,0,0,1,0,0,0,0,0,1,3,12.17918,19.46939
31,92,0,0,0,0,0,0,0,1,0,0,0,1,1,3,11.28233,7.940572
57,91,0,0,0,0,0,0,1,0,0,0,0,1,1,2,14.47469,193.3199
37,111,1,0,0,0,0,0,1,0,0,0,0,1,1,1,12.91951,40.82005
31,111,0,0,0,0,0,0,1,0,0,0,0,0,1,3,12.0086,16.41599
55,73,0,0,0,0,0,0,0,1,0,0,0,0,1,3,14.01612,122.2144
21,73,0,0,0,0,0,0,1,0,0,0,1,0,1,3,,
32,73,0,0,0,1,0,0,0,0,1,1,0,0,1,2,,
56,111,0,0,0,0,0,0,1,0,0,1,0,1,1,3,13.23935,56.20502
37,111,0,0,0,0,0,0,0,1,0,0,0,1,1,3,12.0753,17.54836
44,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11.72033,12.30481
41,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.3981,179.0667
47,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.88205,106.8805
60,73,0,0,0,0,0,0,1,0,0,1,0,0,1,3,12.17777,19.4418
23,81,1,1,0,0,0,0,1,0,0,0,1,0,1,3,,
46,73,0,0,0,0,0,0,0,1,0,0,0,1,1,3,14.1489,139.5695
26,111,0,1,0,0,0,0,1,0,0,0,0,0,1,1,11.6849,11.87652
52,123,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.3709,174.2621
52,73,0,0,1,0,0,0,0,1,0,0,0,1,1,2,13.22806,55.57411
25,73,0,0,0,0,0,0,1,0,0,0,0,0,1,2,9.953684,2.102955
23,81,0,1,0,0,0,0,1,0,0,0,1,0,1,3,,
42,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,14.50315,198.9021
47,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,14.78162,262.7701
36,81,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13.43787,68.54795
24,111,0,1,0,0,0,0,1,0,0,0,1,0,1,2,,
34,91,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12.07192,17.48909
58,125,0,0,0,0,0,1,1,0,0,1,0,0,1,1,15.2969,439.9053
34,91,1,0,0,0,0,0,1,0,0,1,0,1,1,1,13.44321,68.91495
42,92,0,0,0,0,0,0,0,1,0,0,0,1,1,5,12.04924,17.09699
28,91,0,0,0,0,0,0,0,1,0,0,0,1,1,2,11.30899,8.155185
51,81,0,1,0,0,0,0,0,0,1,0,0,1,1,5,,
38,123,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.1854,144.7576
31,92,1,0,0,0,0,0,1,0,0,0,0,1,1,3,12.47376,26.13876
40,81,0,0,0,0,0,0,0,0,1,0,0,1,1,1,,
33,111,0,0,0,0,0,0,1,0,0,0,0,0,1,1,12.76166,34.85928
26,111,0,0,0,0,0,0,1,0,0,1,0,0,1,1,11.23801,7.596345
20,81,0,0,0,0,0,0,0,1,0,0,1,0,1,3,,
49,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.40992,66.65835
51,73,1,1,0,0,0,0,1,0,0,0,0,0,1,1,14.35445,171.4182
49,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,15.65971,632.3054
34,30,0,0,0,0,0,0,1,0,0,0,0,1,1,2,11.62263,11.15952
27,81,1,0,0,0,0,0,0,1,0,0,0,1,1,3,9.568365,1.430501
49,92,0,0,0,0,0,0,1,0,0,1,0,0,1,1,14.49509,197.3047
59,123,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.68234,87.53138
27,111,0,0,0,0,0,0,1,0,0,0,0,1,1,2,11.12612,6.792262
46,73,0,1,0,0,0,0,0,0,1,0,0,1,1,3,,
52,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.92839,41.18405
29,91,0,0,0,0,0,0,1,0,0,0,0,0,1,2,11.37815,8.739129
32,111,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.00138,16.29794
31,81,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
24,111,0,1,0,0,0,0,1,0,0,0,1,0,1,3,,
28,111,1,0,0,0,0,0,1,0,0,0,0,0,1,3,12.35656,23.24807
44,111,0,0,0,0,0,0,1,0,0,1,0,1,1,3,14.37192,174.4404
51,73,0,0,0,0,0,0,0,0,1,0,0,1,1,3,,
51,81,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13.51037,73.70186
43,73,0,0,1,0,0,0,1,0,0,1,0,0,1,2,13.85914,104.4595
27,30,0,0,0,0,0,0,0,1,0,0,0,1,1,2,10.03967,2.291777
59,123,0,0,0,0,0,0,1,0,0,0,0,0,1,1,13.55134,76.78397
47,111,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
31,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,10.1828,2.644439
49,73,0,0,0,0,0,0,0,1,0,0,0,1,1,3,11.97304,15.84255
53,20,0,0,1,0,0,0,1,0,0,0,0,1,1,5,13.04998,46.5089
52,71,0,1,0,0,0,0,1,0,0,0,0,0,1,3,13.33141,61.62538
41,73,1,0,0,0,0,0,1,0,0,0,0,0,1,1,13.35316,62.98014
40,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,12.76446,34.95702
35,111,1,0,0,0,0,0,1,0,0,0,0,1,1,3,11.9114,14.89555
30,81,0,1,0,0,0,0,1,0,0,0,0,0,1,1,12.48725,26.49375
30,73,0,0,0,1,0,0,0,1,0,0,0,0,1,3,11.07328,6.442619
30,123,0,0,1,0,0,0,1,0,0,0,0,1,1,3,13.10229,49.00621
35,111,0,1,0,0,0,0,1,0,0,1,0,0,1,1,12.99359,43.95859
32,111,1,0,0,0,0,0,1,0,0,0,0,0,1,2,11.97614,15.8918
26,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,11.69564,12.00468
60,111,1,0,0,0,0,0,0,1,0,0,0,1,1,1,14.24255,153.2707
36,92,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.14032,50.90608
32,111,0,0,1,0,0,0,1,0,0,0,0,1,1,1,12.24914,20.8801
37,91,0,1,0,0,0,0,1,0,0,0,0,1,1,3,12.51069,27.12224
38,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12.47204,26.0938
39,73,0,0,0,0,0,0,1,0,0,1,0,1,1,2,13.73974,92.70266
35,81,1,0,0,0,1,0,1,0,0,0,0,1,1,1,13.06249,47.0943
31,124,0,0,0,0,0,0,1,0,0,0,0,0,1,1,11.71316,12.2169
58,73,0,0,0,0,0,0,1,0,0,0,0,0,1,5,13.58682,79.55782
47,91,0,0,0,0,0,0,0,1,0,0,0,1,1,3,13.11969,49.86674
27,111,0,0,0,0,0,0,1,0,0,1,0,0,1,1,11.8455,13.9456
34,111,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.55124,76.77679
40,73,0,0,0,1,0,0,0,1,0,0,0,0,1,5,13.59528,80.2332
45,73,0,0,0,0,0,0,1,0,0,0,0,1,1,4,12.90216,40.11769
40,81,1,1,0,0,0,0,1,0,0,0,0,1,1,1,13.40684,66.4534
38,91,1,0,0,0,0,0,1,0,0,0,0,1,1,1,13.0731,47.59675
34,111,0,0,0,0,0,0,0,1,0,0,0,0,1,2,12.37031,23.5699
22,81,0,0,0,0,0,0,0,1,0,0,1,1,1,1,,
25,92,1,0,0,0,0,0,1,0,0,0,0,1,1,1,10.39039,3.254525
58,111,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.607,220.6679
42,81,0,0,0,0,0,0,0,1,0,0,0,1,1,3,13.22764,55.55117
52,81,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13.43421,68.29731
50,111,0,0,1,0,0,0,1,0,0,0,0,1,1,1,14.49982,198.2398
56,73,0,0,0,0,0,0,0,1,0,0,0,1,1,1,14.13222,137.2601
22,73,0,1,0,0,0,0,0,0,1,0,1,0,1,3,,
28,81,1,0,0,0,0,0,1,0,0,0,0,0,1,3,11.15486,6.990243
59,73,1,0,0,0,0,0,0,1,0,0,0,1,1,1,13.11575,49.67044
22,73,0,0,0,0,0,0,1,0,0,1,1,0,1,2,,
55,73,1,0,0,0,0,0,1,0,0,0,0,1,1,1,13.20726,54.43023
33,111,0,1,0,0,0,0,0,0,1,0,0,1,1,1,,
57,92,0,0,0,0,0,0,1,0,0,1,0,0,1,1,13.943,113.5972
38,73,0,1,0,0,0,0,1,0,0,0,0,1,1,1,13.23479,55.94971
44,92,0,0,0,0,0,0,1,0,0,1,0,1,1,1,13.37728,64.51778
36,92,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.00399,44.41831
21,81,0,0,0,0,0,0,0,1,0,0,1,0,1,1,,
57,20,0,0,0,0,0,0,1,0,0,0,0,1,1,5,13.08084,47.9663
41,81,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.98659,118.6588
35,73,1,0,0,0,0,1,0,0,1,0,0,0,1,3,,
33,123,1,0,0,0,0,0,0,1,0,0,0,1,1,1,13.14964,51.3828
55,73,0,0,0,0,0,0,1,0,0,0,0,1,1,3,13.52034,74.4406
35,73,0,0,0,0,0,0,1,0,0,0,0,1,1,2,12.05898,17.2642
31,73,0,0,0,0,0,0,1,0,0,0,0,0,1,2,11.61502,11.07484
47,91,0,1,0,0,0,0,1,0,0,0,0,1,1,3,13.69163,88.34882
45,60,1,0,0,0,0,0,0,1,0,1,0,1,1,3,13.19174,53.59174
42,125,0,0,0,0,0,0,1,0,0,1,0,1,1,1,15.50288,540.5218
34,81,0,0,0,0,0,0,0,1,0,0,0,1,1,3,12.41887,24.7427
45,111,0,1,0,0,0,0,1,0,0,0,0,0,1,3,13.09273,48.54019
44,111,1,0,0,0,0,0,1,0,0,0,0,1,1,1,14.11254,134.5853
32,50,0,0,0,0,0,0,1,0,0,1,0,0,1,2,11.39113,8.853298
60,73,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.55187,76.82484
56,123,0,0,0,0,0,0,0,0,1,0,0,1,1,1,,
38,73,0,0,0,0,0,0,1,0,0,0,0,0,1,3,13.30516,60.02854
53,111,1,0,0,0,0,0,1,0,0,1,0,1,1,1,13.45206,69.52723
36,91,0,0,0,0,0,0,1,0,0,0,0,0,1,2,12.9184,40.77445
24,81,1,0,0,0,0,0,0,1,0,0,1,0,1,2,,
46,73,0,0,0,0,0,0,0,0,1,0,0,0,1,3,,
48,73,0,0,0,0,0,0,0,1,0,0,0,1,1,2,12.75286,34.55371
49,123,1,0,0,0,0,0,1,0,0,1,0,1,1,1,14.15666,140.6558
30,111,0,0,0,0,0,0,1,0,0,0,0,1,1,3,11.8744,14.35442
42,123,0,0,0,0,0,0,0,1,0,0,0,1,1,2,13.34713,62.60169
25,111,0,0,0,0,0,0,1,0,0,1,0,0,1,3,11.09603,6.590912
45,123,1,0,0,0,0,0,1,0,0,1,0,1,1,1,14.17945,143.898
27,60,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10.12856,2.504825
54,111,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13.83729,102.2021
40,81,0,0,0,0,0,0,1,0,0,0,0,1,1,3,12.7871,35.75758
